"","validated_id","current_symbol"
"1601","FBgn0031738","CG9171"
"1602","FBgn0031741","CG11034"
"1603","FBgn0031746","CG9029"
"1604","FBgn0031751","CG9016"
"1605","FBgn0031753","CG13999"
"1606","FBgn0031765","CG9109"
"1607","FBgn0031769","CG9135"
"1608","FBgn0031791","AANATL2"
"1609","FBgn0031800","CG9497"
"1610","FBgn0031803","ppk14"
"1611","FBgn0031808","Nepl5"
"1612","FBgn0031814","retm"
"1613","FBgn0031817","HemK1"
"1614","FBgn0031818","CG9536"
"1615","FBgn0287695","KFase"
"1616","FBgn0031824","CG9547"
"1617","FBgn0031830","COX5B"
"1618","FBgn0031835","Dpp10"
"1619","FBgn0031836","CG11050"
"1620","FBgn0031850","Tsp"
"1621","FBgn0031851","Aatf"
"1622","FBgn0031856","CG11322"
"1623","FBgn0031857","LUBEL"
"1624","FBgn0031865","Nha1"
"1625","FBgn0031866","Nlg2"
"1626","FBgn0031869","CG18304"
"1627","FBgn0031877","Hmgcl"
"1628","FBgn0031881","MME1"
"1629","FBgn0031885","Mnn1"
"1630","FBgn0031893","MICU1"
"1631","FBgn0031894","CG4496"
"1632","FBgn0031895","CG4497"
"1633","FBgn0031896","CG4502"
"1634","FBgn0031897","CG13784"
"1635","FBgn0031902","Wnt6"
"1636","FBgn0031904","CG5149"
"1637","FBgn0031906","CG5160"
"1638","FBgn0031908","Tppl"
"1639","FBgn0031913","CG5958"
"1640","FBgn0031914","CG5973"
"1641","FBgn0031925","Cyp4d21"
"1642","FBgn0031926","CG6739"
"1643","FBgn0031935","CG13793"
"1644","FBgn0031937","CG13795"
"1645","FBgn0031939","CG13796"
"1646","FBgn0031940","CG7214"
"1647","FBgn0031942","CG7203"
"1648","FBgn0031948","CG7149"
"1649","FBgn0031951","r2d2"
"1650","FBgn0031952","Cdc14"
"1651","FBgn0031968","CG7231"
"1652","FBgn0031973","Spn28Dc"
"1653","FBgn0031974","CG12560"
"1654","FBgn0031976","CG7367"
"1655","FBgn0031977","baf"
"1656","FBgn0031980","RpL36A"
"1657","FBgn0031981","Megf8"
"1658","FBgn0031986","CG8673"
"1659","FBgn0031987","CG12375"
"1660","FBgn0031988","CG8668"
"1661","FBgn0031990","PAPLA1"
"1662","FBgn0031995","CG8475"
"1663","FBgn0032001","CG8360"
"1664","FBgn0032006","Pvr"
"1665","FBgn0032008","CG14277"
"1666","FBgn0032013","Scgα"
"1667","FBgn0032021","CG7781"
"1668","FBgn0032023","witty"
"1669","FBgn0032026","CG7627"
"1670","FBgn0032029","CG17292"
"1671","FBgn0032036","CG13384"
"1672","FBgn0032040","CG13386"
"1673","FBgn0032050","CG13096"
"1674","FBgn0032051","CG13097"
"1675","FBgn0032053","mRpL51"
"1676","FBgn0032055","Sgp"
"1677","FBgn0032059","PrBP"
"1678","FBgn0032079","CG31886"
"1679","FBgn0032084","CG13101"
"1680","FBgn0032100","CG13108"
"1681","FBgn0032109","CG17005"
"1682","FBgn0032116","Mco1"
"1683","FBgn0032120","CG33298"
"1684","FBgn0032123","Oatp30B"
"1685","FBgn0032129","jp"
"1686","FBgn0032136","Apoltp"
"1687","FBgn0032139","CG13116"
"1688","FBgn0032140","CG13117"
"1689","FBgn0032147","IP3K1"
"1690","FBgn0032151","nAChRα6"
"1691","FBgn0032160","CG4598"
"1692","FBgn0032161","CG4594"
"1693","FBgn0032166","CG4619"
"1694","FBgn0032167","CG5853"
"1695","FBgn0032170","CG4658"
"1696","FBgn0032172","CG5850"
"1697","FBgn0032181","CG13133"
"1698","FBgn0032195","Bcs1"
"1699","FBgn0032196","CG5708"
"1700","FBgn0032213","Sph35"
"1701","FBgn0032217","CG4972"
"1702","FBgn0032221","Schip1"
"1703","FBgn0032222","Cox10"
"1704","FBgn0032225","Frmd5"
"1705","FBgn0032229","ClpP"
"1706","FBgn0032233","dpr19"
"1707","FBgn0032246","Wdfy2"
"1708","FBgn0032247","CG5188"
"1709","FBgn0032248","Bug22"
"1710","FBgn0032249","TBC1D16"
"1711","FBgn0032251","Nse4"
"1712","FBgn0032252","loh"
"1713","FBgn0032253","LManI"
"1714","FBgn0032259","CG6144"
"1715","FBgn0032262","CG7384"
"1716","FBgn0032264","Lip4"
"1717","FBgn0032266","CG18302"
"1718","FBgn0032269","w-cup"
"1719","FBgn0032281","CG17107"
"1720","FBgn0032282","CG7299"
"1721","FBgn0032283","CG7296"
"1722","FBgn0032284","CG7294"
"1723","FBgn0032285","CG17108"
"1724","FBgn0032287","Gcst"
"1725","FBgn0032297","CG17124"
"1726","FBgn0032298","CG6724"
"1727","FBgn0032305","CG6700"
"1728","FBgn0032322","CG16743"
"1729","FBgn0032329","Art8"
"1730","FBgn0032338","CG16854"
"1731","FBgn0032350","Phgdh"
"1732","FBgn0032358","Ppt2"
"1733","FBgn0032362","spz4"
"1734","FBgn0032363","Dlg5"
"1735","FBgn0032374","CG14931"
"1736","FBgn0032382","Mal-B2"
"1737","FBgn0032387","CG16965"
"1738","FBgn0032388","CG6686"
"1739","FBgn0032390","dgt2"
"1740","FBgn0032393","Nfs1"
"1741","FBgn0032397","Tom70"
"1742","FBgn0032402","PLCXD"
"1743","FBgn0032408","CG6712"
"1744","FBgn0032414","CG17211"
"1745","FBgn0032444","CCT4"
"1746","FBgn0032446","IFT43"
"1747","FBgn0032447","PICK1"
"1748","FBgn0032449","CG17036"
"1749","FBgn0032451","spict"
"1750","FBgn0032456","MRP"
"1751","FBgn0032467","Ube4B"
"1752","FBgn0032472","CG9928"
"1753","FBgn0032479","CG16974"
"1754","FBgn0032482","Pect"
"1755","FBgn0032484","kek4"
"1756","FBgn0032494","Jhbp13"
"1757","FBgn0032495","CG16820"
"1758","FBgn0032499","Uvrag"
"1759","FBgn0032506","CG9395"
"1760","FBgn0032507","CG9377"
"1761","FBgn0032511","ND-B22"
"1762","FBgn0032512","Bdp1"
"1763","FBgn0032515","loqs"
"1764","FBgn0032516","Ing5"
"1765","FBgn0032518","RpL24"
"1766","FBgn0032538","Vajk2"
"1767","FBgn0032587","CG5953"
"1768","FBgn0032597","Nubp1"
"1769","FBgn0032598","ChLD3"
"1770","FBgn0032603","CG17928"
"1771","FBgn0032609","CG13280"
"1772","FBgn0032612","CG13282"
"1773","FBgn0032613","Nepl9"
"1774","FBgn0032629","beat-IIIc"
"1775","FBgn0032638","SPH93"
"1776","FBgn0032639","CG18563"
"1777","FBgn0032640","Sgt"
"1778","FBgn0032642","Lamtor3"
"1779","FBgn0032643","GCS2β"
"1780","FBgn0032646","mEFTs"
"1781","FBgn0032647","CG15143"
"1782","FBgn0032651","Oli"
"1783","FBgn0032652","CG6870"
"1784","FBgn0032666","CG5758"
"1785","FBgn0032669","CG15155"
"1786","FBgn0032670","CG5783"
"1787","FBgn0032681","CG10283"
"1788","FBgn0032684","Ugt301D1"
"1789","FBgn0032685","CG10211"
"1790","FBgn0032694","MESR3"
"1791","FBgn0032699","CG10383"
"1792","FBgn0032702","CG10376"
"1793","FBgn0032704","Jwa"
"1794","FBgn0032707","CG10348"
"1795","FBgn0032715","CG17597"
"1796","FBgn0032719","CG17321"
"1797","FBgn0032720","mRpL13"
"1798","FBgn0032724","CG10428"
"1799","FBgn0032726","CG10621"
"1800","FBgn0032727","Bhmt"
"1801","FBgn0032753","CG17572"
"1802","FBgn0032772","CG17350"
"1803","FBgn0032773","fon"
"1804","FBgn0032774","CG17549"
"1805","FBgn0032775","CG17544"
"1806","FBgn0032780","CG13085"
"1807","FBgn0032781","RtcB"
"1808","FBgn0032783","CG10237"
"1809","FBgn0032793","Ctu2"
"1810","FBgn0032796","cyst"
"1811","FBgn0032797","Hasp"
"1812","FBgn0032805","CG10337"
"1813","FBgn0032810","CG13077"
"1814","FBgn0032815","CG10462"
"1815","FBgn0032817","CG10631"
"1816","FBgn0032819","Dus3"
"1817","FBgn0032820","Fbp"
"1818","FBgn0032821","CdGAPr"
"1819","FBgn0032833","COX4"
"1820","FBgn0032834","CG13965"
"1821","FBgn0032835","CG16772"
"1822","FBgn0032836","CG10680"
"1823","FBgn0032848","nesd"
"1824","FBgn0032857","CG10947"
"1825","FBgn0032863","Cdc23"
"1826","FBgn0032864","CG2493"
"1827","FBgn0032870","CG2608"
"1828","FBgn0032876","Cen"
"1829","FBgn0032882","Ns4"
"1830","FBgn0032883","Rhau"
"1831","FBgn0032886","CG9328"
"1832","FBgn0032895","twit"
"1833","FBgn0032896","CG14400"
"1834","FBgn0032897","bero"
"1835","FBgn0032900","CG14401"
"1836","FBgn0032901","sky"
"1837","FBgn0288834","RPA2"
"1838","FBgn0032908","CG9270"
"1839","FBgn0032910","CG9265"
"1840","FBgn0032911","tadr"
"1841","FBgn0032916","CG9257"
"1842","FBgn0032919","pths"
"1843","FBgn0032925","Noc2"
"1844","FBgn0032934","CG8679"
"1845","FBgn0032943","Tsp39D"
"1846","FBgn0032945","CG8665"
"1847","FBgn0032946","nrv3"
"1848","FBgn0032949","Lamp1"
"1849","FBgn0032956","Cul2"
"1850","FBgn0032973","CG6675"
"1851","FBgn0032974","CG3651"
"1852","FBgn0032986","Nubpl"
"1853","FBgn0032987","RpL21"
"1854","FBgn0032997","CG17486"
"1855","FBgn0033005","CG3107"
"1856","FBgn0033027","TpnC4"
"1857","FBgn0033031","CG8245"
"1858","FBgn0033033","scaf"
"1859","FBgn0033050","Pngl"
"1860","FBgn0033054","CG14591"
"1861","FBgn0033065","Cyp6w1"
"1862","FBgn0033067","CG11211"
"1863","FBgn0033069","eIF3f2"
"1864","FBgn0033079","Fmo-2"
"1865","FBgn0033085","CG15908"
"1866","FBgn0033086","CG9410"
"1867","FBgn0033093","CG3270"
"1868","FBgn0033104","CG15237"
"1869","FBgn0033108","CG15236"
"1870","FBgn0033112","Spn42Db"
"1871","FBgn0033113","Spn42Dc"
"1872","FBgn0033115","Spn42De"
"1873","FBgn0033121","Cyp6u1"
"1874","FBgn0033122","CG17002"
"1875","FBgn0033127","Tsp42Ef"
"1876","FBgn0033128","Tsp42Eg"
"1877","FBgn0033130","Tsp42Ei"
"1878","FBgn0033131","CR12842"
"1879","FBgn0033132","Tsp42Ej"
"1880","FBgn0033134","Tsp42El"
"1881","FBgn0033153","Gadd45"
"1882","FBgn0033154","CG1850"
"1883","FBgn0033169","CG11123"
"1884","FBgn0033170","sPLA2"
"1885","FBgn0033174","CG11125"
"1886","FBgn0033177","CG11141"
"1887","FBgn0033184","mEFTu2"
"1888","FBgn0033192","Corin"
"1889","FBgn0033194","Vps13"
"1890","FBgn0033204","CG2065"
"1891","FBgn0033205","Rdh1"
"1892","FBgn0033212","LRR"
"1893","FBgn0033215","Dgat2"
"1894","FBgn0033224","Nop17l"
"1895","FBgn0033226","puml"
"1896","FBgn0033236","CG14764"
"1897","FBgn0033246","ACC"
"1898","FBgn0033249","CG11191"
"1899","FBgn0033250","CG14762"
"1900","FBgn0033252","CG12769"
"1901","FBgn0033257","sand"
"1902","FBgn0033261","udd"
"1903","FBgn0033268","Obp44a"
"1904","FBgn0033273","Gasz"
"1905","FBgn0033274","CG14757"
"1906","FBgn0033289","CG2121"
"1907","FBgn0033303","Cyp6a15Ψ"
"1908","FBgn0033304","Cyp6a13"
"1909","FBgn0033308","CG8736"
"1910","FBgn0033309","Lnpk"
"1911","FBgn0033315","β3GalTII"
"1912","FBgn0033316","Gle1"
"1913","FBgn0033320","CG8586"
"1914","FBgn0033321","CG8738"
"1915","FBgn0033326","CG14743"
"1916","FBgn0033339","Sec31"
"1917","FBgn0033340","CG13751"
"1918","FBgn0033347","CG8248"
"1919","FBgn0033351","AIMP1"
"1920","FBgn0033353","BaraB"
"1921","FBgn0033354","FANCI"
"1922","FBgn0033365","CG8170"
"1923","FBgn0033366","Ance-4"
"1924","FBgn0033368","CG13743"
"1925","FBgn0033372","CG13742"
"1926","FBgn0033374","Boot"
"1927","FBgn0033377","Pgm2a"
"1928","FBgn0033379","Mys45A"
"1929","FBgn0033381","GstE13"
"1930","FBgn0033382","Hydr1"
"1931","FBgn0033387","CG8008"
"1932","FBgn0033388","CG8046"
"1933","FBgn0033391","CG8026"
"1934","FBgn0033392","Gnptab"
"1935","FBgn0033395","Cyp4p2"
"1936","FBgn0033402","Myd88"
"1937","FBgn0033405","CG13954"
"1938","FBgn0033413","prel"
"1939","FBgn0033422","Or45b"
"1940","FBgn0033431","CG1827"
"1941","FBgn0033434","CG1902"
"1942","FBgn0033453","Sting"
"1943","FBgn0033454","CG1671"
"1944","FBgn0033463","CG1513"
"1945","FBgn0033473","CG12128"
"1946","FBgn0033482","CG1371"
"1947","FBgn0033483","egr"
"1948","FBgn0033484","CG2269"
"1949","FBgn0033485","RpLP0-like"
"1950","FBgn0033494","KCNQ"
"1951","FBgn0033500","Csgalnact"
"1952","FBgn0033504","CAP"
"1953","FBgn0033507","CG12909"
"1954","FBgn0033518","Prx6c"
"1955","FBgn0033519","CG11825"
"1956","FBgn0033520","Prx6b"
"1957","FBgn0033538","CG11883"
"1958","FBgn0033543","Daao1"
"1959","FBgn0033544","CG7220"
"1960","FBgn0033551","CG7222"
"1961","FBgn0033554","Lsm10"
"1962","FBgn0033555","RpS15Ab"
"1963","FBgn0033556","CG12343"
"1964","FBgn0033564","Pex6"
"1965","FBgn0033570","ND-B14"
"1966","FBgn0033574","Spn47C"
"1967","FBgn0033579","CG13229"
"1968","FBgn0033582","CG9084"
"1969","FBgn0033584","CG7737"
"1970","FBgn0033592","CG13215"
"1971","FBgn0033593","Listericin"
"1972","FBgn0033602","Cpr47Ee"
"1973","FBgn0033603","Cpr47Ef"
"1974","FBgn0033607","Uaf1"
"1975","FBgn0033624","CG12384"
"1976","FBgn0033631","Sod3"
"1977","FBgn0033639","CG9003"
"1978","FBgn0033644","Tret1l"
"1979","FBgn0033652","ths"
"1980","FBgn0033656","S2P"
"1981","FBgn0033661","CG13185"
"1982","FBgn0033665","Zip48C"
"1983","FBgn0033667","reb"
"1984","FBgn0033669","PI31"
"1985","FBgn0033673","CG8298"
"1986","FBgn0033683","CG18343"
"1987","FBgn0289744","EndoG"
"1988","FBgn0033691","CG8860"
"1989","FBgn0033692","wash"
"1990","FBgn0033699","RpS11"
"1991","FBgn0033702","CG8854"
"1992","FBgn0033705","CG13168"
"1993","FBgn0033710","CG17739"
"1994","FBgn0033713","CG8841"
"1995","FBgn0033716","Den1"
"1996","FBgn0033725","Cpr49Ac"
"1997","FBgn0033728","Cpr49Ae"
"1998","FBgn0033730","Cpr49Ag"
"1999","FBgn0033739","Dyb"
"2000","FBgn0033740","dgt5"
"2001","FBgn0033741","CG8545"
"2002","FBgn0033742","Nepl10"
"2003","FBgn0033744","Dh44-R2"
"2004","FBgn0033753","Cyp301a1"
"2005","FBgn0033755","ClC-b"
"2006","FBgn0033760","CG8785"
"2007","FBgn0033767","CG13148"
"2008","FBgn0033775","Cyp9h1"
"2009","FBgn0033777","CG17574"
"2010","FBgn0033782","sug"
"2011","FBgn0033791","Drl-2"
"2012","FBgn0033793","CG3955"
"2013","FBgn0033799","GLaz"
"2014","FBgn0033807","AQP"
"2015","FBgn0033812","Pex13"
"2016","FBgn0033814","Qsox1"
"2017","FBgn0033816","Ptcd3"
"2018","FBgn0033817","GstE14"
"2019","FBgn0033820","CG4716"
"2020","FBgn0033821","CG10799"
"2021","FBgn0033827","CG17047"
"2022","FBgn0033830","CG10814"
"2023","FBgn0033844","bbc"
"2024","FBgn0033846","mip120"
"2025","FBgn0033853","Nadk1a"
"2026","FBgn0033866","CG6280"
"2027","FBgn0033867","Cpr50Ca"
"2028","FBgn0033869","Cpr50Cb"
"2029","FBgn0033872","CG6329"
"2030","FBgn0033875","CG6357"
"2031","FBgn0033876","Syngr"
"2032","FBgn0033879","Echs1"
"2033","FBgn0033883","Mecr"
"2034","FBgn0033884","CG13344"
"2035","FBgn0033889","CG6701"
"2036","FBgn0033900","CysRS-m"
"2037","FBgn0033904","CG18327"
"2038","FBgn0033905","CG18324"
"2039","FBgn0033906","ReepB"
"2040","FBgn0033911","VGAT"
"2041","FBgn0033912","RpS23"
"2042","FBgn0033913","CG8468"
"2043","FBgn0033924","CG8613"
"2044","FBgn0033926","Arc1"
"2045","FBgn0033928","Arc2"
"2046","FBgn0033932","Dh44-R1"
"2047","FBgn0033945","CG12868"
"2048","FBgn0033958","jef"
"2049","FBgn0033961","ND-B15"
"2050","FBgn0033968","hui"
"2051","FBgn0033970","CG10205"
"2052","FBgn0033971","CG10209"
"2053","FBgn0033978","Cyp6a23"
"2054","FBgn0033989","CG7639"
"2055","FBgn0033994","CG7544"
"2056","FBgn0033995","GPHR"
"2057","FBgn0033996","CG11807"
"2058","FBgn0034001","mRpL41"
"2059","FBgn0034005","ItgaPS4"
"2060","FBgn0034012","Hr51"
"2061","FBgn0034025","Pgant1"
"2062","FBgn0034027","CG8187"
"2063","FBgn0034029","eIF2Bγ"
"2064","FBgn0034032","CG8195"
"2065","FBgn0034045","CG8249"
"2066","FBgn0034047","cGlr1"
"2067","FBgn0034049","bdg"
"2068","FBgn0034051","Mlf"
"2069","FBgn0034053","Cyp4aa1"
"2070","FBgn0034059","Tmem208"
"2071","FBgn0034063","CG8389"
"2072","FBgn0034067","CG8399"
"2073","FBgn0034071","CG8405"
"2074","FBgn0034072","Dg"
"2075","FBgn0034087","clu"
"2076","FBgn0034091","mrj"
"2077","FBgn0034094","Tsf3"
"2078","FBgn0034098","krimp"
"2079","FBgn0034103","prim"
"2080","FBgn0034117","CG7997"
"2081","FBgn0034118","Nup62"
"2082","FBgn0034128","CG4409"
"2083","FBgn0034135","Syn2"
"2084","FBgn0034137","CG4945"
"2085","FBgn0034138","RpS15"
"2086","FBgn0034140","Lst"
"2087","FBgn0034141","Dolk"
"2088","FBgn0034143","CG8303"
"2089","FBgn0034145","CG5065"
"2090","FBgn0034162","CG6426"
"2091","FBgn0034165","CG6435"
"2092","FBgn0034176","ste24a"
"2093","FBgn0034179","CG6805"
"2094","FBgn0034180","Ehbp1"
"2095","FBgn0034184","CG9646"
"2096","FBgn0034187","Mov10"
"2097","FBgn0034191","CG6984"
"2098","FBgn0034198","CG11400"
"2099","FBgn0034199","Gbp1"
"2100","FBgn0034200","Gbp2"
"2101","FBgn0034215","Mtap"
"2102","FBgn0034218","CG18467"
"2103","FBgn0034219","mthl4"
"2104","FBgn0034223","Tes"
"2105","FBgn0034229","CtsK2"
"2106","FBgn0034230","CG4853"
"2107","FBgn0034243","Ns2"
"2108","FBgn0034245","UQCR-6.4"
"2109","FBgn0034247","CG6484"
"2110","FBgn0034249","RhoGAP54D"
"2111","FBgn0034253","CG10936"
"2112","FBgn0034255","Oxp"
"2113","FBgn0034258","eIF3c"
"2114","FBgn0034267","CG4984"
"2115","FBgn0034269","Hyccin"
"2116","FBgn0034275","CG5002"
"2117","FBgn0034276","Sardh"
"2118","FBgn0034282","Mapmodulin"
"2119","FBgn0034286","dpr13"
"2120","FBgn0034290","CG5773"
"2121","FBgn0034293","CG14495"
"2122","FBgn0034299","CG5757"
"2123","FBgn0034301","CG5756"
"2124","FBgn0034304","CG5742"
"2125","FBgn0034312","CG10916"
"2126","FBgn0034328","BomBc1"
"2127","FBgn0034329","BomS1"
"2128","FBgn0034330","BomS4"
"2129","FBgn0034331","BomBc2"
"2130","FBgn0034346","PIG-O"
"2131","FBgn0034356","Pepck2"
"2132","FBgn0034364","CG5493"
"2133","FBgn0034371","Ntan1"
"2134","FBgn0034382","mElo"
"2135","FBgn0034387","Cyp12b2"
"2136","FBgn0034389","Mctp"
"2137","FBgn0034390","Hibadh"
"2138","FBgn0034394","CG15096"
"2139","FBgn0034398","CG15098"
"2140","FBgn0034406","Jheh3"
"2141","FBgn0034407","DptB"
"2142","FBgn0034408","sano"
"2143","FBgn0034417","CG15117"
"2144","FBgn0034418","CG15118"
"2145","FBgn0034419","CG15111"
"2146","FBgn0034422","CG7137"
"2147","FBgn0034432","Acadvl"
"2148","FBgn0034433","EndoB"
"2149","FBgn0034438","CG9416"
"2150","FBgn0034440","CG10073"
"2151","FBgn0034443","cer"
"2152","FBgn0034468","Obp56a"
"2153","FBgn0034471","Obp56e"
"2154","FBgn0034474","Obp56g"
"2155","FBgn0034475","Obp56h"
"2156","FBgn0034476","Toll-7"
"2157","FBgn0034479","CG8654"
"2158","FBgn0034484","CG11044"
"2159","FBgn0034485","CG11099"
"2160","FBgn0034486","CG13869"
"2161","FBgn0034487","Efhc1.2"
"2162","FBgn0034490","CG9864"
"2163","FBgn0034493","CG8908"
"2164","FBgn0287774","CG9143"
"2165","FBgn0034497","Mpcp1"
"2166","FBgn0034500","CG11200"
"2167","FBgn0034501","CG13868"
"2168","FBgn0034509","Obp57c"
"2169","FBgn0034511","GNBP-like3"
"2170","FBgn0034512","Bbd"
"2171","FBgn0034513","CG13423"
"2172","FBgn0034517","Cpr57A"
"2173","FBgn0034518","CG13430"
"2174","FBgn0034528","CG11180"
"2175","FBgn0034530","Rcd6"
"2176","FBgn0034540","Lrt"
"2177","FBgn0034542","Fem-1"
"2178","FBgn0034567","CG15651"
"2179","FBgn0034573","Sou"
"2180","FBgn0034576","ND-B14.7"
"2181","FBgn0034580","Cht8"
"2182","FBgn0034588","CG9394"
"2183","FBgn0034590","Magi"
"2184","FBgn0034605","Ugt49C1"
"2185","FBgn0034617","Panx"
"2186","FBgn0034618","Agl"
"2187","FBgn0034622","BBS9"
"2188","FBgn0034624","CG17974"
"2189","FBgn0034629","Acox57D-d"
"2190","FBgn0034636","twz"
"2191","FBgn0034638","CG10433"
"2192","FBgn0034639","CG15673"
"2193","FBgn0034641","mahj"
"2194","FBgn0034644","Ip6k"
"2195","FBgn0034645","ND-B12"
"2196","FBgn0034646","Rae1"
"2197","FBgn0034647","pirk"
"2198","FBgn0034649","PIG-M"
"2199","FBgn0034655","CG10307"
"2200","FBgn0034657","LBR"
"2201","FBgn0034660","Loxl2"
"2202","FBgn0034664","CG4377"
"2203","FBgn0034688","CG11474"
"2204","FBgn0034689","CG2921"
"2205","FBgn0034691","Synj"
"2206","FBgn0034692","CG13502"
"2207","FBgn0034693","flap"
"2208","FBgn0034706","CG11275"
"2209","FBgn0034709","Swim"
"2210","FBgn0034716","Oatp58Dc"
"2211","FBgn0034723","CG13506"
"2212","FBgn0034725","CG6044"
"2213","FBgn0034728","rad50"
"2214","FBgn0034733","CG4752"
"2215","FBgn0034734","CG4554"
"2216","FBgn0034741","CG4269"
"2217","FBgn0034742","CG4294"
"2218","FBgn0034743","RpS16"
"2219","FBgn0034756","Cyp6d2"
"2220","FBgn0034758","CG13510"
"2221","FBgn0034761","CG4250"
"2222","FBgn0034763","RYBP"
"2223","FBgn0034788","CG13532"
"2224","FBgn0034789","PIP5K59B"
"2225","FBgn0034793","asrij"
"2226","FBgn0034796","CG3700"
"2227","FBgn0034800","CG3788"
"2228","FBgn0034802","CNBP"
"2229","FBgn0034804","GrlHz"
"2230","FBgn0034808","CG9896"
"2231","FBgn0034817","Art7"
"2232","FBgn0034849","CG3500"
"2233","FBgn0034858","eIF2Bδ"
"2234","FBgn0034859","CG3520"
"2235","FBgn0034861","CG9815"
"2236","FBgn0034877","levy"
"2237","FBgn0034878","pita"
"2238","FBgn0034879","Rrp4"
"2239","FBgn0034883","Eglp2"
"2240","FBgn0034887","St1"
"2241","FBgn0034903","sona"
"2242","FBgn0034908","CG5543"
"2243","FBgn0034909","pippin"
"2244","FBgn0034911","GlyT"
"2245","FBgn0034915","eIF6"
"2246","FBgn0034920","CG5597"
"2247","FBgn0034923","Upf3"
"2248","FBgn0034935","Orcokinin"
"2249","FBgn0034938","CG3803"
"2250","FBgn0034948","PPP1R15"
"2251","FBgn0034951","CG3860"
"2252","FBgn0034958","CG3907"
"2253","FBgn0034959","Xxylt"
"2254","FBgn0034966","CG13563"
"2255","FBgn0034968","RpL12"
"2256","FBgn0034970","yki"
"2257","FBgn0034974","CG16786"
"2258","FBgn0034976","CG4049"
"2259","FBgn0034990","CG11406"
"2260","FBgn0034996","CG13575"
"2261","FBgn0034997","Asm"
"2262","FBgn0035016","CG4612"
"2263","FBgn0035020","CG13585"
"2264","FBgn0035022","CG11413"
"2265","FBgn0035026","Fcp1"
"2266","FBgn0035032","ATPsynF"
"2267","FBgn0035033","CG3548"
"2268","FBgn0035046","ND-19"
"2269","FBgn0035049","Mmp1"
"2270","FBgn0035076","Ance-5"
"2271","FBgn0035085","CG3770"
"2272","FBgn0035086","CG12851"
"2273","FBgn0035090","CG2736"
"2274","FBgn0035091","bez"
"2275","FBgn0035092","Nplp1"
"2276","FBgn0035094","CG9380"
"2277","FBgn0035101","p130CAS"
"2278","FBgn0035103","Vdup1"
"2279","FBgn0035121","Tudor-SN"
"2280","FBgn0035122","mRpL17"
"2281","FBgn0035124","ttm2"
"2282","FBgn0035132","mthl10"
"2283","FBgn0035134","CG1231"
"2284","FBgn0035142","Hipk"
"2285","FBgn0035144","Kah"
"2286","FBgn0035146","CG13893"
"2287","FBgn0035147","Gale"
"2288","FBgn0035152","CG3386"
"2289","FBgn0035162","Sf3b3"
"2290","FBgn0035164","CG13901"
"2291","FBgn0035165","CG13887"
"2292","FBgn0035170","dpr20"
"2293","FBgn0035179","aln"
"2294","FBgn0035193","CG9192"
"2295","FBgn0035204","Nt5a"
"2296","FBgn0035205","Ctr9"
"2297","FBgn0035207","Herc4"
"2298","FBgn0035227","Iml1"
"2299","FBgn0035228","CG12091"
"2300","FBgn0035229","pns"
"2301","FBgn0035232","CG12099"
"2302","FBgn0035235","CG7879"
"2303","FBgn0035238","CG12104"
"2304","FBgn0035244","ABCB7"
"2305","FBgn0035246","CG13928"
"2306","FBgn0035251","Vta1"
"2307","FBgn0035255","RabX5"
"2308","FBgn0035266","Gk2"
"2309","FBgn0035268","CG8001"
"2310","FBgn0035270","CG13933"
"2311","FBgn0035282","CNMa"
"2312","FBgn0035285","CG12025"
"2313","FBgn0035287","CG13937"
"2314","FBgn0035290","dsb"
"2315","FBgn0035298","Scot"
"2316","FBgn0035308","CG15822"
"2317","FBgn0035317","Oseg2"
"2318","FBgn0035321","CG1275"
"2319","FBgn0035333","CG1317"
"2320","FBgn0035335","mRpL23"
"2321","FBgn0035344","Cyp4d20"
"2322","FBgn0035346","CG1146"
"2323","FBgn0035348","CG16758"
"2324","FBgn0035355","CG16985"
"2325","FBgn0035356","CG16986"
"2326","FBgn0035358","CG14949"
"2327","FBgn0035360","CG1246"
"2328","FBgn0035372","CG12093"
"2329","FBgn0035379","spz5"
"2330","FBgn0035383","CPT2"
"2331","FBgn0035385","FMRFaR"
"2332","FBgn0035398","Cht7"
"2333","FBgn0035421","nSMase"
"2334","FBgn0035422","RpL28"
"2335","FBgn0035423","eIF1"
"2336","FBgn0035424","Larp4B"
"2337","FBgn0035427","ckd"
"2338","FBgn0035436","CG12016"
"2339","FBgn0035437","Strip"
"2340","FBgn0035438","Gtpx"
"2341","FBgn0035439","CG14961"
"2342","FBgn0035440","CG14969"
"2343","FBgn0035444","CG12012"
"2344","FBgn0035445","Ids"
"2345","FBgn0035462","IntS10"
"2346","FBgn0035468","Gr63a"
"2347","FBgn0035471","Tecr"
"2348","FBgn0035473","mge"
"2349","FBgn0035475","CG10866"
"2350","FBgn0035477","CG14982"
"2351","FBgn0035481","CG12605"
"2352","FBgn0035482","CG14985"
"2353","FBgn0035484","CG11594"
"2354","FBgn0035486","Gr64d"
"2355","FBgn0035495","CG14989"
"2356","FBgn0035498","Fit1"
"2357","FBgn0035499","Chd64"
"2358","FBgn0035505","Teh2"
"2359","FBgn0035521","VhaM9.7-a"
"2360","FBgn0035523","Ctl1"
"2361","FBgn0035526","CG1316"
"2362","FBgn0035533","Cip4"
"2363","FBgn0035538","DopEcR"
"2364","FBgn0035544","CG15021"
"2365","FBgn0035553","CG13722"
