"","validated_id","current_symbol"
"823","FBgn0023180","Orc6"
"824","FBgn0023181","Orc4"
"825","FBgn0023214","edl"
"826","FBgn0023216","Parg"
"827","FBgn0023388","Dap160"
"828","FBgn0023416","Ac3"
"829","FBgn0023441","fus"
"830","FBgn0023489","Pph13"
"831","FBgn0023495","Lip3"
"832","FBgn0023507","D2hgdh"
"833","FBgn0023510","Rbcn-3B"
"834","FBgn0023513","CG14803"
"835","FBgn0023514","CG14805"
"836","FBgn0023520","CG3857"
"837","FBgn0023524","CG3078"
"838","FBgn0023525","CG3191"
"839","FBgn0023526","CG2865"
"840","FBgn0023527","CG3071"
"841","FBgn0023528","CG2924"
"842","FBgn0023537","CG17896"
"843","FBgn0023540","CG3630"
"844","FBgn0023541","Cyp4d14"
"845","FBgn0023542","Nmd3"
"846","FBgn0023549","Mct1"
"847","FBgn0023550","FarO"
"848","FBgn0024179","wit"
"849","FBgn0024187","syd"
"850","FBgn0024222","IKKβ"
"851","FBgn0024227","aurB"
"852","FBgn0024232","gprs"
"853","FBgn0024234","gbb"
"854","FBgn0024236","foi"
"855","FBgn0024277","trio"
"856","FBgn0024285","Srp54"
"857","FBgn0024289","Sodh1"
"858","FBgn0024291","Sirt1"
"859","FBgn0024293","Spn43Ab"
"860","FBgn0024315","Picot"
"861","FBgn0024320","Npc1a"
"862","FBgn0024321","NK7.1"
"863","FBgn0024329","Mekk1"
"864","FBgn0024352","Stip1"
"865","FBgn0024364","CG11417"
"866","FBgn0024365","CG12773"
"867","FBgn0024509","Sec13"
"868","FBgn0024510","dlt"
"869","FBgn0024556","mEFTu1"
"870","FBgn0024558","Dph5"
"871","FBgn0024728","Slip1"
"872","FBgn0024732","Drep1"
"873","FBgn0024733","RpL10"
"874","FBgn0024806","DIP2"
"875","FBgn0024807","DIP1"
"876","FBgn0024811","Crk"
"877","FBgn0024836","stan"
"878","FBgn0024846","p38b"
"879","FBgn0024889","Kap-α1"
"880","FBgn0024897","b6"
"881","FBgn0024912","agt"
"882","FBgn0024941","RSG7"
"883","FBgn0024943","PIP82"
"884","FBgn0024944","Oamb"
"885","FBgn0024957","Irp-1B"
"886","FBgn0024963","GluClα"
"887","FBgn0024987","ssx"
"888","FBgn0024989","CG3777"
"889","FBgn0024991","CG2694"
"890","FBgn0024992","Spg7"
"891","FBgn0024994","Ugalt"
"892","FBgn0024995","CG2680"
"893","FBgn0024997","CG2681"
"894","FBgn0025109","Bem46"
"895","FBgn0025335","Cpes"
"896","FBgn0025336","CG4882"
"897","FBgn0025352","Mtpβ"
"898","FBgn0025381","rush"
"899","FBgn0025390","Mur2B"
"900","FBgn0025391","Scgδ"
"901","FBgn0025394","inc"
"902","FBgn0025454","Cyp6g1"
"903","FBgn0025456","CREG"
"904","FBgn0025463","Bap60"
"905","FBgn0025469","slv"
"906","FBgn0025549","unc-119"
"907","FBgn0025558","CG4101"
"908","FBgn0025574","Pli"
"909","FBgn0025583","BomS2"
"910","FBgn0025592","Gk1"
"911","FBgn0025595","AkhR"
"912","FBgn0025620","CG13360"
"913","FBgn0025624","CG4025"
"914","FBgn0289578","CG4199"
"915","FBgn0025630","Rtca"
"916","FBgn0025631","moody"
"917","FBgn0025632","CG4313"
"918","FBgn0025633","spdi"
"919","FBgn0025637","SkpA"
"920","FBgn0025639","Hmt4-20"
"921","FBgn0025643","CG3588"
"922","FBgn0025680","cry"
"923","FBgn0025682","scf"
"924","FBgn0025692","Lfg"
"925","FBgn0025693","ZnT41F"
"926","FBgn0025697","santa-maria"
"927","FBgn0025700","CG5885"
"928","FBgn0025702","Srpk79D"
"929","FBgn0025709","CNT2"
"930","FBgn0025712","CG13920"
"931","FBgn0025716","Bap55"
"932","FBgn0025720","Ate1"
"933","FBgn0025724","β'COP"
"934","FBgn0025725","αCOP"
"935","FBgn0025726","unc-13"
"936","FBgn0025777","homer"
"937","FBgn0025781","Cdc16"
"938","FBgn0025790","TBPH"
"939","FBgn0025827","CG6421"
"940","FBgn0025833","CG8910"
"941","FBgn0025835","CG17707"
"942","FBgn0025865","Cortactin"
"943","FBgn0025879","Timp"
"944","FBgn0025936","Eph"
"945","FBgn0026056","Rlip"
"946","FBgn0026059","Mhcl"
"947","FBgn0026061","Mipp1"
"948","FBgn0026076","UBL3"
"949","FBgn0026077","Gasp"
"950","FBgn0026079","Nsun2"
"951","FBgn0026084","cib"
"952","FBgn0026086","Adar"
"953","FBgn0026090","Lamtor5"
"954","FBgn0026147","TTLL4A"
"955","FBgn0026148","CG12253"
"956","FBgn0026149","BCL7-like"
"957","FBgn0026176","SkpB"
"958","FBgn0026179","siz"
"959","FBgn0026181","Rok"
"960","FBgn0026189","promL"
"961","FBgn0026192","par-6"
"962","FBgn0026196","nop5"
"963","FBgn0026206","mei-P26"
"964","FBgn0026238","gus"
"965","FBgn0026252","msk"
"966","FBgn0026255","clumsy"
"967","FBgn0026257","cav"
"968","FBgn0026262","Taf3"
"969","FBgn0026263","bip1"
"970","FBgn0026268","Antdh"
"971","FBgn0026314","Ugt35B1"
"972","FBgn0026315","Ugt35A1"
"973","FBgn0026319","Traf4"
"974","FBgn0026372","RpL23A"
"975","FBgn0026376","Rgl"
"976","FBgn0026380","Prosβ3"
"977","FBgn0026393","Or43b"
"978","FBgn0026401","Nipped-B"
"979","FBgn0026403","Ndg"
"980","FBgn0026409","Mpcp2"
"981","FBgn0026415","Idgf4"
"982","FBgn0026418","Hsp110"
"983","FBgn0026432","Grip163"
"984","FBgn0026438","Eaat2"
"985","FBgn0026439","Eaat1"
"986","FBgn0026566","CG1307"
"987","FBgn0026592","Fie"
"988","FBgn0026593","CG5707"
"989","FBgn0026616","α-Man-IIb"
"990","FBgn0026619","Taz"
"991","FBgn0026620","tacc"
"992","FBgn0026666","MagR"
"993","FBgn0026702","Pop1"
"994","FBgn0026713","Prp16"
"995","FBgn0026718","Agpat2"
"996","FBgn0026721","fat-spondin"
"997","FBgn0026722","drosha"
"998","FBgn0026737","CG6171"
"999","FBgn0288857","Ype"
"1000","FBgn0026754","Ugt37C1"
"1001","FBgn0026755","Ugt37B1"
"1002","FBgn0026787","Nhe1"
"1003","FBgn0026876","CG11403"
"1004","FBgn0027052","STUB1"
"1005","FBgn0027070","Ugt36E1"
"1006","FBgn0027073","Ugt49B1"
"1007","FBgn0027074","Ugt36F1"
"1008","FBgn0027079","ValRS"
"1009","FBgn0027084","LysRS"
"1010","FBgn0027085","LeuRS-m"
"1011","FBgn0027086","IleRS"
"1012","FBgn0027087","HisRS"
"1013","FBgn0027088","GlyRS"
"1014","FBgn0027090","GlnRS"
"1015","FBgn0027091","CysRS"
"1016","FBgn0027093","ArgRS"
"1017","FBgn0027094","AlaRS"
"1018","FBgn0027108","Inx2"
"1019","FBgn0027111","miple1"
"1020","FBgn0027279","l(1)G0196"
"1021","FBgn0027280","orion"
"1022","FBgn0027291","Idh3a"
"1023","FBgn0027329","CCT6"
"1024","FBgn0027330","l(1)G0020"
"1025","FBgn0027339","jim"
"1026","FBgn0027348","bgm"
"1027","FBgn0027356","Amph"
"1028","FBgn0027359","Tim8"
"1029","FBgn0027363","Stam"
"1030","FBgn0027491","Cdk5α"
"1031","FBgn0027493","Adss"
"1032","FBgn0027504","bsd"
"1033","FBgn0027509","Tbcd"
"1034","FBgn0027512","CG10254"
"1035","FBgn0027521","CG3679"
"1036","FBgn0027527","Osi6"
"1037","FBgn0027528","goe"
"1038","FBgn0027529","tapas"
"1039","FBgn0027539","lili"
"1040","FBgn0027546","CG4766"
"1041","FBgn0027552","Akr2E3"
"1042","FBgn0027554","CG8042"
"1043","FBgn0027556","CG4928"
"1044","FBgn0027561","CG18659"
"1045","FBgn0027562","CG10345"
"1046","FBgn0027563","CG9631"
"1047","FBgn0027567","Ciz1"
"1048","FBgn0027569","cert"
"1049","FBgn0027570","Nep2"
"1050","FBgn0027572","Acox1"
"1051","FBgn0027575","GABA-B-R2"
"1052","FBgn0027578","Nepl21"
"1053","FBgn0027579","mino"
"1054","FBgn0027580","Pcb"
"1055","FBgn0027584","CG4757"
"1056","FBgn0027586","Jhbp14"
"1057","FBgn0027588","GCS2α"
"1058","FBgn0027598","cindr"
"1059","FBgn0027600","obst-B"
"1060","FBgn0027601","pdgy"
"1061","FBgn0027603","Ulp1"
"1062","FBgn0027607","CG8230"
"1063","FBgn0027611","LManII"
"1064","FBgn0027617","CG5808"
"1065","FBgn0027619","eIF3j"
"1066","FBgn0027620","Acf"
"1067","FBgn0027621","Pfrx"
"1068","FBgn0027654","jdp"
"1069","FBgn0027657","glob1"
"1070","FBgn0027779","VhaSFD"
"1071","FBgn0027780","Aasdh"
"1072","FBgn0027783","SMC2"
"1073","FBgn0027785","NP15.6"
"1074","FBgn0027790","GV1"
"1075","FBgn0027791","O-fut2"
"1076","FBgn0027835","Dp1"
"1077","FBgn0027836","Gtpbp1"
"1078","FBgn0027843","CAH2"
"1079","FBgn0027844","CAH1"
"1080","FBgn0027872","rdgBβ"
"1081","FBgn0027929","NimB1"
"1082","FBgn0027930","MP1"
"1083","FBgn0027932","Akap200"
"1084","FBgn0027945","ppl"
"1085","FBgn0027948","msps"
"1086","FBgn0028292","ric8a"
"1087","FBgn0028325","Pdha1"
"1088","FBgn0028327","l(1)G0320"
"1089","FBgn0028343","Ankle2"
"1090","FBgn0028360","Cdc7"
"1091","FBgn0289650","jbug"
"1092","FBgn0028374","Hug"
"1093","FBgn0028375","heix"
"1094","FBgn0028394","CG17834"
"1095","FBgn0028397","Tob"
"1096","FBgn0028400","Syt4"
"1097","FBgn0028406","Drep4"
"1098","FBgn0028407","Drep3"
"1099","FBgn0028408","Drep2"
"1100","FBgn0028411","Nxt1"
"1101","FBgn0028421","Kap3"
"1102","FBgn0028424","JhI-26"
"1103","FBgn0028425","JhI-21"
"1104","FBgn0028426","RNaseZ"
"1105","FBgn0028427","Ilk"
"1106","FBgn0028467","Ube4A"
"1107","FBgn0028471","Nab2"
"1108","FBgn0028473","Non1"
"1109","FBgn0028479","Mtpα"
"1110","FBgn0028490","CG31705"
"1111","FBgn0028499","CG7985"
"1112","FBgn0028500","Rich"
"1113","FBgn0028507","CG3793"
"1114","FBgn0028509","CenG1A"
"1115","FBgn0028515","EndoGI"
"1116","FBgn0028526","CG15293"
"1117","FBgn0028527","CG18507"
"1118","FBgn0028538","Sec71"
"1119","FBgn0028542","NimB4"
"1120","FBgn0028543","NimB2"
"1121","FBgn0028550","Atf3"
"1122","FBgn0028552","γSnap1"
"1123","FBgn0028563","sut1"
"1124","FBgn0028572","qtc"
"1125","FBgn0028573","prc"
"1126","FBgn0028579","phtf"
"1127","FBgn0028582","lqf"
"1128","FBgn0028644","beat-Ic"
"1129","FBgn0028645","beat-Ib"
"1130","FBgn0028648","mRpL50"
"1131","FBgn0028671","Vha100-1"
"1132","FBgn0028684","Rpt5"
"1133","FBgn0028687","Rpt1"
"1134","FBgn0028689","Rpn6"
"1135","FBgn0028692","Rpn2"
"1136","FBgn0028699","Rh50"
"1137","FBgn0028700","RfC38"
"1138","FBgn0028703","Nhe3"
"1139","FBgn0028704","Nckx30C"
"1140","FBgn0028734","Fmr1"
"1141","FBgn0028737","eEF1β"
"1142","FBgn0028743","Dhit"
"1143","FBgn0028744","CG5033"
"1144","FBgn0028833","Cmpk"
"1145","FBgn0028836","CSN7"
"1146","FBgn0028841","jhamt"
"1147","FBgn0028855","CG15282"
"1148","FBgn0028862","dao"
"1149","FBgn0028875","nAChRα5"
"1150","FBgn0028879","wwk"
"1151","FBgn0028886","CG15279"
"1152","FBgn0028888","CG4168"
"1153","FBgn0028894","GMF"
"1154","FBgn0028916","CG33090"
"1155","FBgn0028936","NimB5"
"1156","FBgn0028938","Vajk1"
"1157","FBgn0028940","Cyp28a5"
"1158","FBgn0028955","CG8788"
"1159","FBgn0028968","γCOP"
"1160","FBgn0028969","δCOP"
"1161","FBgn0028970","RabGGTb"
"1162","FBgn0028978","trbl"
"1163","FBgn0028979","tio"
"1164","FBgn0028983","Spn55B"
"1165","FBgn0028984","Spn88Ea"
"1166","FBgn0028988","Spn42Dd"
"1167","FBgn0028990","Spn27A"
"1168","FBgn0028992","sds22"
"1169","FBgn0028996","onecut"
"1170","FBgn0029002","miple2"
"1171","FBgn0287864","hbs"
"1172","FBgn0029092","ced-6"
"1173","FBgn0029093","cathD"
"1174","FBgn0029095","aru"
"1175","FBgn0029105","α-Catr"
"1176","FBgn0029133","REG"
"1177","FBgn0029134","Prosβ5"
"1178","FBgn0029137","Patsas"
"1179","FBgn0029147","NtR"
"1180","FBgn0029152","Mkrn1"
"1181","FBgn0029155","Men-b"
"1182","FBgn0029161","slmo"
"1183","FBgn0029174","Fkbp59"
"1184","FBgn0029175","sotv"
"1185","FBgn0029176","eEF1γ"
"1186","FBgn0029503","mora"
"1187","FBgn0029504","CHES-1-like"
"1188","FBgn0029506","Tsp42Ee"
"1189","FBgn0029507","Tsp42Ed"
"1190","FBgn0029508","Tsp42Ea"
"1191","FBgn0029525","CG18273"
"1192","FBgn0029526","CR18166"
"1193","FBgn0029580","CG14778"
"1194","FBgn0029594","Coa8"
"1195","FBgn0029608","CG3091"
"1196","FBgn0029648","CG3603"
"1197","FBgn0029662","CG12206"
"1198","FBgn0029663","CG10804"
"1199","FBgn0029672","CG2875"
"1200","FBgn0029686","Glos"
"1201","FBgn0029687","Vap33"
"1202","FBgn0029688","lva"
"1203","FBgn0029689","CG6428"
"1204","FBgn0029708","CG3556"
"1205","FBgn0029709","CHOp24"
"1206","FBgn0029711","Usf"
"1207","FBgn0029712","CG15912"
"1208","FBgn0029715","CG11444"
"1209","FBgn0029720","CG3009"
"1210","FBgn0029723","Proc-R"
"1211","FBgn0029736","CG4041"
"1212","FBgn0029754","CG15930"
"1213","FBgn0029761","SK"
"1214","FBgn0029762","NAAT1"
"1215","FBgn0029765","CG16756"
"1216","FBgn0029766","CG15784"
"1217","FBgn0029769","frma"
"1218","FBgn0029785","RpL35"
"1219","FBgn0029789","PGAP1"
"1220","FBgn0029799","CG15772"
"1221","FBgn0029801","CG15771"
"1222","FBgn0029810","CG12239"
"1223","FBgn0029814","CG15765"
"1224","FBgn0029820","CG16721"
"1225","FBgn0029823","Shmt"
"1226","FBgn0029828","CG6067"
"1227","FBgn0029831","CG5966"
"1228","FBgn0029835","CG5921"
"1229","FBgn0029837","Tsp5D"
"1230","FBgn0029838","CG4666"
"1231","FBgn0029839","CG4660"
"1232","FBgn0029849","Efr"
"1233","FBgn0029851","CG14445"
"1234","FBgn0029854","CG3566"
"1235","FBgn0029857","wuho"
"1236","FBgn0029861","CG3815"
"1237","FBgn0029863","CG3823"
"1238","FBgn0029866","CG3842"
"1239","FBgn0029867","CG3847"
"1240","FBgn0029870","Marf"
"1241","FBgn0029879","APC7"
"1242","FBgn0029885","CG3224"
"1243","FBgn0029887","CG3198"
"1244","FBgn0029888","ND-ASHI"
"1245","FBgn0029894","CG14440"
"1246","FBgn0029896","CG3168"
"1247","FBgn0029897","RpL17"
"1248","FBgn0029905","Nf-YC"
"1249","FBgn0029914","CG4558"
"1250","FBgn0029922","CG14431"
"1251","FBgn0029924","CG4586"
"1252","FBgn0029930","CG12541"
"1253","FBgn0029932","CG4607"
"1254","FBgn0029935","CG4615"
"1255","FBgn0029937","CG8300"
"1256","FBgn0029941","CG1677"
"1257","FBgn0029950","rumpel"
"1258","FBgn0029955","CG15478"
"1259","FBgn0029962","CARPA"
"1260","FBgn0029969","Acat1"
"1261","FBgn0029971","ND-MNLL"
"1262","FBgn0029974","dpr14"
"1263","FBgn0029975","spidey"
"1264","FBgn0029990","CG2233"
"1265","FBgn0029994","Ldsdh1"
"1266","FBgn0029997","CG2258"
"1267","FBgn0029999","CG1575"
"1268","FBgn0030000","CG2260"
"1269","FBgn0030006","CG17982"
"1270","FBgn0030007","α-PheRS"
"1271","FBgn0030011","Gβ5"
"1272","FBgn0030026","sni"
"1273","FBgn0030027","CG1632"
"1274","FBgn0030029","CG15343"
"1275","FBgn0030030","CG1636"
"1276","FBgn0030040","CG15347"
"1277","FBgn0030041","CG12116"
"1278","FBgn0030048","CG12112"
"1279","FBgn0030050","CG12111"
"1280","FBgn0030051","spirit"
"1281","FBgn0030052","CG12065"
"1282","FBgn0030056","CAH3"
"1283","FBgn0030061","CG1785"
"1284","FBgn0030067","Rbm13"
"1285","FBgn0030086","CCT2"
"1286","FBgn0030087","CG7766"
"1287","FBgn0030091","CG7065"
"1288","FBgn0030092","fh"
"1289","FBgn0030100","CG12106"
"1290","FBgn0030102","SmydA-9"
"1291","FBgn0030103","Obp8a"
"1292","FBgn0030121","Cfp1"
"1293","FBgn0030136","RpS28b"
"1294","FBgn0030148","CG3106"
"1295","FBgn0030157","CG1468"
"1296","FBgn0030158","CG9686"
"1297","FBgn0030159","CG9689"
"1298","FBgn0030160","CG9691"
"1299","FBgn0030164","CG1889"
"1300","FBgn0030174","CG15312"
"1301","FBgn0030183","Ypel"
"1302","FBgn0030187","CG2961"
"1303","FBgn0030189","CG2909"
"1304","FBgn0030208","PPP4R2r"
"1305","FBgn0030239","Pgls"
"1306","FBgn0030240","CG2202"
"1307","FBgn0030242","sofe"
"1308","FBgn0030243","CG2186"
"1309","FBgn0030244","CG2157"
"1310","FBgn0030245","CG1637"
"1311","FBgn0030246","CG1582"
"1312","FBgn0030251","Arlr"
"1313","FBgn0030260","CG1537"
"1314","FBgn0030261","CG15203"
"1315","FBgn0030262","Vago"
"1316","FBgn0030263","CG2076"
"1317","FBgn0030270","CG15199"
"1318","FBgn0030271","CG15202"
"1319","FBgn0030286","Gapvd1"
"1320","FBgn0030292","NdufV3"
"1321","FBgn0030293","CG1737"
"1322","FBgn0030300","Sk1"
"1323","FBgn0030304","Cyp4g15"
"1324","FBgn0030305","Uba5"
"1325","FBgn0030306","Spase25"
"1326","FBgn0030309","CG1572"
"1327","FBgn0030310","PGRP-SA"
"1328","FBgn0030317","pkm"
"1329","FBgn0030318","rho-4"
"1330","FBgn0030321","CG1703"
"1331","FBgn0030327","FucT6"
"1332","FBgn0030330","Tango10"
"1333","FBgn0030331","CG15221"
"1334","FBgn0030339","Cyp28c1"
"1335","FBgn0030343","ATP7"
"1336","FBgn0030345","CG1847"
"1337","FBgn0030347","CG15739"
"1338","FBgn0030348","CG10352"
"1339","FBgn0030349","CG10353"
"1340","FBgn0030350","SelG"
"1341","FBgn0030358","Pdzd8"
"1342","FBgn0030361","CG1492"
"1343","FBgn0030362","regucalcin"
"1344","FBgn0030364","Lsm12a"
"1345","FBgn0030365","Tango4"
"1346","FBgn0030394","Cpr11A"
"1347","FBgn0030398","Cpr11B"
"1348","FBgn0030412","Tomosyn"
"1349","FBgn0030421","Agpat1"
"1350","FBgn0030425","Nep6"
"1351","FBgn0030432","CG4404"
"1352","FBgn0030451","CG15717"
"1353","FBgn0030455","CG4318"
"1354","FBgn0030460","Coq5"
"1355","FBgn0030465","CG15743"
"1356","FBgn0030466","Remo"
"1357","FBgn0030479","Rbp1-like"
"1358","FBgn0030482","Bcat"
"1359","FBgn0030484","GstT4"
"1360","FBgn0030501","BthD"
"1361","FBgn0030504","CG2691"
"1362","FBgn0030506","DNAlig4"
"1363","FBgn0030510","CG12177"
"1364","FBgn0030514","Mrgn1"
"1365","FBgn0030520","Pdcd4"
"1366","FBgn0030521","CtsB"
"1367","FBgn0030529","Clic"
"1368","FBgn0030556","mRNA-cap"
"1369","FBgn0030559","CG13404"
"1370","FBgn0030562","CG9400"
"1371","FBgn0030574","sbm"
"1372","FBgn0030575","CG5321"
"1373","FBgn0030582","CG14411"
"1374","FBgn0030583","CG14410"
"1375","FBgn0030586","CG12539"
"1376","FBgn0030587","CG9522"
"1377","FBgn0030588","CG9521"
"1378","FBgn0030589","CG9519"
"1379","FBgn0030592","CG9514"
"1380","FBgn0030594","fiz"
"1381","FBgn0030605","ND-B18"
"1382","FBgn0030607","dob"
"1383","FBgn0030608","Lsd-2"
"1384","FBgn0030612","Dbct"
"1385","FBgn0030615","Cyp4s3"
"1386","FBgn0030616","RpL37-1"
"1387","FBgn0030628","CG9114"
"1388","FBgn0030634","CG9164"
"1389","FBgn0030638","CG11655"
"1390","FBgn0030641","CG6299"
"1391","FBgn0030642","CG15642"
"1392","FBgn0030657","cerv"
"1393","FBgn0030670","Pis"
"1394","FBgn0030679","CG8206"
"1395","FBgn0030686","mRpL3"
"1396","FBgn0030691","Efhc1.1"
"1397","FBgn0030701","CG16952"
"1398","FBgn0030706","Lrp4"
"1399","FBgn0030707","CG8916"
"1400","FBgn0030710","CG8924"
"1401","FBgn0030716","Cep164"
"1402","FBgn0030717","Slc25A46a"
"1403","FBgn0030718","ND-20"
"1404","FBgn0030720","CG8939"
"1405","FBgn0030721","CG12698"
"1406","FBgn0030723","dpr18"
"1407","FBgn0030731","Mfe2"
"1408","FBgn0030733","UQCR-14"
"1409","FBgn0030734","ERp44"
"1410","FBgn0030735","CG3632"
"1411","FBgn0030743","CG9921"
"1412","FBgn0030745","CG4239"
"1413","FBgn0030749","AnxB11"
"1414","FBgn0030757","CG9902"
"1415","FBgn0030761","CG9784"
"1416","FBgn0030763","CG9782"
"1417","FBgn0030773","CG9676"
"1418","FBgn0030778","CG4678"
"1419","FBgn0030786","mRpL22"
"1420","FBgn0030791","CG9132"
"1421","FBgn0030792","CG4789"
"1422","FBgn0030794","CG13005"
"1423","FBgn0030795","ppk28"
"1424","FBgn0030796","CG4829"
"1425","FBgn0030808","RhoGAP15B"
"1426","FBgn0030809","Ubr1"
"1427","FBgn0030838","CG5445"
"1428","FBgn0030841","CG8568"
"1429","FBgn0030850","stas"
"1430","FBgn0030855","CG5800"
"1431","FBgn0030863","CG8188"
"1432","FBgn0030873","CG15814"
"1433","FBgn0030876","Srx"
"1434","FBgn0030877","Arp8"
"1435","FBgn0030878","CG6769"
"1436","FBgn0030882","Gss1"
"1437","FBgn0030886","CG12672"
"1438","FBgn0030890","CG7536"
"1439","FBgn0030895","CG7135"
"1440","FBgn0030897","Frq1"
"1441","FBgn0030904","upd2"
"1442","FBgn0030912","CG6023"
"1443","FBgn0030913","kairos"
"1444","FBgn0030921","CG6290"
"1445","FBgn0030925","Hayan"
"1446","FBgn0030926","psh"
"1447","FBgn0030927","CG15046"
"1448","FBgn0030932","Ggt-1"
"1449","FBgn0030960","Atg101"
"1450","FBgn0030961","CG7058"
"1451","FBgn0030964","Pvf1"
"1452","FBgn0030981","CG14191"
"1453","FBgn0030990","CG7556"
"1454","FBgn0030993","Mec2"
"1455","FBgn0030994","HP1D3csd"
"1456","FBgn0030997","CG7990"
"1457","FBgn0031005","Hs3st-B"
"1458","FBgn0031006","rictor"
"1459","FBgn0031008","CG8010"
"1460","FBgn0031011","CG8034"
"1461","FBgn0031012","CG8051"
"1462","FBgn0031020","Naa15-16"
"1463","FBgn0031021","ND-18"
"1464","FBgn0031039","Shawn"
"1465","FBgn0031042","CG14221"
"1466","FBgn0031049","Sec61γ"
"1467","FBgn0031055","et"
"1468","FBgn0031064","CG12531"
"1469","FBgn0031065","CG14234"
"1470","FBgn0031066","COX6B"
"1471","FBgn0031068","Alr"
"1472","FBgn0031081","Nep3"
"1473","FBgn0031093","CG9581"
"1474","FBgn0031097","obst-A"
"1475","FBgn0031100","CG1504"
"1476","FBgn0031104","jb"
"1477","FBgn0031114","cactin"
"1478","FBgn0031117","GstT3"
"1479","FBgn0031118","RhoGAP19D"
"1480","FBgn0031146","CG15449"
"1481","FBgn0031148","Cbs"
"1482","FBgn0031150","bves"
"1483","FBgn0288700","stg1"
"1484","FBgn0031161","CG15445"
"1485","FBgn0031182","Cyp6t1"
"1486","FBgn0031187","Usp2"
"1487","FBgn0031190","CG12576"
"1488","FBgn0031191","Cp110"
"1489","FBgn0031216","Zir"
"1490","FBgn0031217","Creld"
"1491","FBgn0031219","CG13694"
"1492","FBgn0031220","CG4822"
"1493","FBgn0031227","Pus10"
"1494","FBgn0031228","ND-15"
"1495","FBgn0031229","CG3436"
"1496","FBgn0031232","CG11617"
"1497","FBgn0031238","Dus1"
"1498","FBgn0031239","CG17075"
"1499","FBgn0031250","Ent1"
"1500","FBgn0031257","CG4133"
"1501","FBgn0031260","Spp"
"1502","FBgn0031263","Tspo"
"1503","FBgn0031264","uncNacβ"
"1504","FBgn0031267","Ipk2"
"1505","FBgn0031268","cold"
"1506","FBgn0031273","CG2839"
"1507","FBgn0031275","GABA-B-R3"
"1508","FBgn0031284","PGAP2"
"1509","FBgn0031285","CG3662"
"1510","FBgn0031286","CG3862"
"1511","FBgn0031298","Atg4a"
"1512","FBgn0031302","CG14340"
"1513","FBgn0031304","TBC1D23"
"1514","FBgn0031307","MFS3"
"1515","FBgn0031313","CG5080"
"1516","FBgn0031317","Charon"
"1517","FBgn0031318","CG4887"
"1518","FBgn0031322","CG5001"
"1519","FBgn0031347","nis"
"1520","FBgn0031359","Rim2"
"1521","FBgn0031360","CG31937"
"1522","FBgn0031378","CG15362"
"1523","FBgn0031381","Npc2a"
"1524","FBgn0031384","CG4238"
"1525","FBgn0031392","AIF"
"1526","FBgn0031393","CG15382"
"1527","FBgn0031397","CG15385"
"1528","FBgn0031398","daed"
"1529","FBgn0031414","eys"
"1530","FBgn0031424","VGlut"
"1531","FBgn0031426","CG18641"
"1532","FBgn0031428","CG9886"
"1533","FBgn0031432","Cyp309a1"
"1534","FBgn0031434","insv"
"1535","FBgn0031436","ND-B17.2"
"1536","FBgn0031450","Hrs"
"1537","FBgn0031453","Bacc"
"1538","FBgn0031454","HemK2"
"1539","FBgn0031457","Snx21"
"1540","FBgn0031461","daw"
"1541","FBgn0031473","CG3104"
"1542","FBgn0031484","CG3165"
"1543","FBgn0031489","CG17224"
"1544","FBgn0031490","CG17264"
"1545","FBgn0031494","CG17219"
"1546","FBgn0031495","GABPI"
"1547","FBgn0031497","SerRS"
"1548","FBgn0031505","ND-B14.5B"
"1549","FBgn0031515","CG9664"
"1550","FBgn0031516","CG9663"
"1551","FBgn0031518","CG3277"
"1552","FBgn0031528","CG15412"
"1553","FBgn0031530","Pgant2"
"1554","FBgn0031538","CG3246"
"1555","FBgn0031542","CG15414"
"1556","FBgn0031544","CG17593"
"1557","FBgn0031548","CG8852"
"1558","FBgn0031549","Spindly"
"1559","FBgn0031558","CG16704"
"1560","FBgn0031560","CG16713"
"1561","FBgn0031561","IM33"
"1562","FBgn0031562","CG3604"
"1563","FBgn0031563","CG10031"
"1564","FBgn0031568","CG10019"
"1565","FBgn0031571","bark"
"1566","FBgn0031590","CG3702"
"1567","FBgn0031603","CG15432"
"1568","FBgn0031604","Elp3"
"1569","FBgn0031622","CG3251"
"1570","FBgn0031627","fipi"
"1571","FBgn0031628","CG3294"
"1572","FBgn0031632","CG15628"
"1573","FBgn0031635","tank"
"1574","FBgn0031636","CG12194"
"1575","FBgn0031637","mxt"
"1576","FBgn0031643","CG3008"
"1577","FBgn0031645","CG3036"
"1578","FBgn0031646","snsl"
"1579","FBgn0031649","hoe2"
"1580","FBgn0031650","synr"
"1581","FBgn0031651","mRpL24"
"1582","FBgn0031670","SelT"
"1583","FBgn0031673","CG31650"
"1584","FBgn0031675","CG9121"
"1585","FBgn0031683","CG4230"
"1586","FBgn0031684","ND-13A"
"1587","FBgn0031689","Cyp28d1"
"1588","FBgn0031690","CG7742"
"1589","FBgn0031692","TpnC25D"
"1590","FBgn0031693","Cyp4ac1"
"1591","FBgn0031695","Cyp4ac3"
"1592","FBgn0031700","CG14022"
"1593","FBgn0031701","TotM"
"1594","FBgn0031702","fusl"
"1595","FBgn0031710","Vps52"
"1596","FBgn0031716","CG14015"
"1597","FBgn0031726","Cyp6a16"
"1598","FBgn0031734","CG11147"
"1599","FBgn0031735","CG11029"
"1600","FBgn0031737","obst-E"
