,validated_id,current_symbol,Official_ID,First_Author,Year,PMID,website_address
3028,FBgn0029975,spidey,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3029,FBgn0261385,scra,Complex-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3030,FBgn0025678,CaBP1,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3031,FBgn0037615,CG11760,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3032,FBgn0259150,OtopLc,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3033,FBgn0030508,CG15760,LinearDown-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3034,FBgn0033031,CG8245,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3035,FBgn0285950,RpL19,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3036,FBgn0037632,CCT7,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3037,FBgn0038980,Octβ1R,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3038,FBgn0025682,scf,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3039,FBgn0261456,hpo,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3040,FBgn0025684,MFS18,Complex-13,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3041,FBgn0037634,hng2,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3042,FBgn0053093,CG33093,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3043,FBgn0033050,Pngl,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3044,FBgn0025693,ZnT41F,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3045,FBgn0040877,CG12994,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3046,FBgn0025700,CG5885,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3047,FBgn0033051,Strica,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3048,FBgn0053107,CG33107,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3049,FBgn0025712,CG13920,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3050,FBgn0030006,CG17982,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3051,FBgn0053110,CG33110,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3052,FBgn0037643,ScsβA,Complex-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3053,FBgn0286198,LKRSDH,Complex-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3054,FBgn0053113,Rtnl1,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3055,FBgn0037644,CG11964,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3056,FBgn0025724,β'COP,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3057,FBgn0037646,CAHβ,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3058,FBgn0025725,αCOP,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3059,FBgn0033065,Cyp6w1,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3060,FBgn0031675,CG9121,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3061,FBgn0025777,homer,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3062,FBgn0085359,CG34330,Complex-10,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3063,FBgn0261549,rdgA,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3064,FBgn0030026,sni,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3065,FBgn0053129,Tmem214,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3066,FBgn0038106,CG7488,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3067,FBgn0039023,Nepl14,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3068,FBgn0025821,I-t,Complex-13,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3069,FBgn0053145,GalT1,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3070,FBgn0031684,ND-13A,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3071,FBgn0036040,CG6749,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3072,FBgn0053147,Hs3st-A,LinearDown-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3073,FBgn0038129,TBC1D5,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3074,FBgn0286778,CG46385,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3075,FBgn0033086,CG9410,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3076,FBgn0025839,ND-B14.5A,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3077,FBgn0053158,CG33158,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3078,FBgn0261563,wb,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3079,FBgn0041094,scyl,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3080,FBgn0039031,Gbp3,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3081,FBgn0041150,hoe1,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3082,FBgn0033100,CG3420,LinearDown-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3083,FBgn0034476,Toll-7,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3084,FBgn0033104,CG15237,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3085,FBgn0037683,CG18473,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3086,FBgn0085397,Fili,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3087,FBgn0033112,Spn42Db,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3088,FBgn0263278,Fic,Complex-14,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3089,FBgn0033113,Spn42Dc,LinearUp-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3090,FBgn0053189,CG33189,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3091,FBgn0025879,Timp,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3092,FBgn0031694,Cyp4ac2,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3093,FBgn0026056,Rlip,LinearDown-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3094,FBgn0030051,spirit,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3095,FBgn0034968,RpL12,Complex-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3096,FBgn0041181,Tep3,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3097,FBgn0026059,Mhcl,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3098,FBgn0031695,Cyp4ac3,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3099,FBgn0037688,CG9356,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3100,FBgn0261596,RpS24,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3101,FBgn0033127,Tsp42Ef,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3102,FBgn0037690,Task7,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3103,FBgn0039066,EloA,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3104,FBgn0261599,RpS29,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3105,FBgn0026077,Gasp,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3106,FBgn0034490,CG9864,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3107,FBgn0033128,Tsp42Eg,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3108,FBgn0037705,mura,LinearDown-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3109,FBgn0053281,CG33281,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3110,FBgn0026079,Nsun2,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3111,FBgn0033129,Tsp42Eh,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3112,FBgn0037709,Bckdha,Complex-9,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3113,FBgn0287187,mRpS5,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3114,FBgn0053294,CR33294,Complex-14,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3115,FBgn0053296,CG33296,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3116,FBgn0026086,Adar,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3117,FBgn0053300,Muc30E,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3118,FBgn0261618,larp,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3119,FBgn0026089,CG14817,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3120,FBgn0033131,CR12842,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3121,FBgn0053303,CG33303,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3122,FBgn0037715,CG9399,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3123,FBgn0050106,CCHa1-R,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3124,FBgn0026143,Cdc45,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3125,FBgn0026144,CBP,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3126,FBgn0037718,P58IPK,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3127,FBgn0036146,nkt,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3128,FBgn0026148,CG12253,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3129,FBgn0261675,Npc1b,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3130,FBgn0287585,Pss,Complex-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3131,FBgn0026150,ApepP,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3132,FBgn0041337,Cyp309a2,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3133,FBgn0053460,CG33460,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3134,FBgn0030102,SmydA-9,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3135,FBgn0030103,Obp8a,Complex-9,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3136,FBgn0037721,CG9427,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3137,FBgn0041579,AttC,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3138,FBgn0034512,Bbd,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3139,FBgn0031741,CG11034,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3140,FBgn0026189,promL,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3141,FBgn0033154,CG1850,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3142,FBgn0037723,SpdS,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3143,FBgn0026192,par-6,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3144,FBgn0033169,CG11123,LinearUp-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3145,FBgn0053474,Pex11g,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3146,FBgn0033170,sPLA2,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3147,FBgn0037727,Nepl12,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3148,FBgn0037728,cPges,LinearDown-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3149,FBgn0039113,udt,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3150,FBgn0263746,CR43671,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3151,FBgn0037736,side-VII,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3152,FBgn0033177,CG11141,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3153,FBgn0026206,mei-P26,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3154,FBgn0026207,mbo,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3155,FBgn0037746,CG8478,LinearUp-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3156,FBgn0026238,gus,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3157,FBgn0026252,msk,LinearUp-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3158,FBgn0053513,Nmdar2,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3159,FBgn0033188,Drat,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3160,FBgn0026255,clumsy,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3161,FBgn0085771,28SrRNA-Ψ:CR40741,Complex-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3162,FBgn0039120,Nup98-96,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3163,FBgn0026257,cav,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3164,FBgn0035090,CG2736,Complex-11,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3165,FBgn0040305,MTF-1,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3166,FBgn0263831,Gen,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3167,FBgn0026261,bonsai,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3168,FBgn0026262,Taf3,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3169,FBgn0037754,CG8500,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3170,FBgn0026263,bip1,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3171,FBgn0039132,AP-1σ,LinearDown-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3172,FBgn0026268,Antdh,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3173,FBgn0038224,ATPsynE,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3174,FBgn0050344,CG30344,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3175,FBgn0039135,CG13603,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3176,FBgn0053532,lectin-37Da,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3177,FBgn0030164,CG1889,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3178,FBgn0030174,CG15312,LinearDown-4,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3179,FBgn0053533,lectin-37Db,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3180,FBgn0026316,Ubc10,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3181,FBgn0026319,Traf4,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3182,FBgn0037766,Teh1,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3183,FBgn0026324,Taf10b,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3184,FBgn0053543,CG33543,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3185,FBgn0032236,mRpS7,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3186,FBgn0033226,puml,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3187,FBgn0026361,Septin5,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3188,FBgn0033232,CG12159,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3189,FBgn0026371,SAK,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3190,FBgn0033236,CG14764,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3191,FBgn0037788,CAH7,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3192,FBgn0026372,RpL23A,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3193,FBgn0261988,Gprk2,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3194,FBgn0026373,Polr2C,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3195,FBgn0026376,Rgl,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3196,FBgn0053774,CG33774,Complex-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3197,FBgn0026379,Pten,LinearDown-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3198,FBgn0033247,Nup44A,Complex-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3199,FBgn0026393,Or43b,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3200,FBgn0033249,CG11191,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3201,FBgn0053926,Srg3,Complex-9,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3202,FBgn0036274,CG4328,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3203,FBgn0026403,Ndg,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3204,FBgn0039680,Cap-D2,LinearUp-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3205,FBgn0026404,Dronc,Complex-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3206,FBgn0262018,CadN2,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3207,FBgn0033257,sand,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3208,FBgn0053970,osy,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3209,FBgn0028343,Ankle2,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3210,FBgn0034629,Acox57D-d,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3211,FBgn0053993,Egfrap,Complex-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3212,FBgn0038268,CG3631,LinearDown-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3213,FBgn0033261,udd,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3214,FBgn0042177,Arts,LinearUp-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3215,FBgn0038275,CG3817,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3216,FBgn0033760,CG8785,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3217,FBgn0037819,Phyhd1,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3218,FBgn0026427,Su(var)2-HP2,LinearUp-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3219,FBgn0031836,CG11050,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3220,FBgn0054043,CG34043,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3221,FBgn0026430,Grip84,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3222,FBgn0026432,Grip163,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3223,FBgn0262115,CG17683,LinearDown-1,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3224,FBgn0033274,CG14757,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3225,FBgn0026438,Eaat2,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3226,FBgn0026439,Eaat1,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3227,FBgn0039210,CG13625,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3228,FBgn0037844,CG4570,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3229,FBgn0033289,CG2121,Complex-12,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3230,FBgn0037845,CG14694,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3231,FBgn0037846,CG6574,LinearDown-6,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3232,FBgn0037848,Tsp86D,LinearDown-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3233,FBgn0264491,how,Complex-8,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3234,FBgn0058191,CG40191,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3235,FBgn0026565,Ass,Complex-9,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3236,FBgn0036316,nebu,Complex-10,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3237,FBgn0043005,prt,LinearDown-3,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3238,FBgn0031860,Daao2,Complex-11,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3239,FBgn0262160,CG9932,LinearUp-5,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3240,FBgn0037852,Tpc1,LinearUp-2,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
3241,FBgn0051036,CG31036,LinearUp-7,Bajgiran,2021,34632013,https://pubmed.ncbi.nlm.nih.gov/34632013/
